INFO	2021-11-16 15:42:22,823	[basepage.py:32]	打开网页https://www.imymac.com/store/
INFO	2021-11-16 15:42:22,868	[basepage.py:90]	点击元素：('css', '#video-converter-one-year')
INFO	2021-11-16 15:42:23,870	[basepage.py:181]	切换frame==>pf_588082
INFO	2021-11-16 15:42:26,808	[basepage.py:186]	下拉框value选择==》zh-Hans
INFO	2021-11-16 15:42:26,961	[basepage.py:82]	输入文本：123@123.com
INFO	2021-11-16 15:42:27,038	[basepage.py:90]	点击元素：('css', '#root>div>div>div>div:nth-child(2)>div>div>form>div>div>button')
INFO	2021-11-16 15:42:28,046	[basepage.py:186]	下拉框value选择==》CN
INFO	2021-11-16 15:42:28,164	[basepage.py:90]	点击元素：('css', '#root>div>div>div>div:nth-child(2)>div>div>form>div:nth-child(3)>div>button')
INFO	2021-11-16 15:42:29,241	[basepage.py:90]	点击元素：('css', '#root > div > div> div> div > div > div >div:nth-child(3)>div>div:nth-child(1)>button')
INFO	2021-11-16 15:42:32,301	[basepage.py:82]	输入文本：
INFO	2021-11-16 15:42:32,356	[basepage.py:82]	输入文本：
INFO	2021-11-16 15:42:32,411	[basepage.py:82]	输入文本：
INFO	2021-11-16 15:42:32,471	[basepage.py:82]	输入文本：
INFO	2021-11-16 15:42:32,519	[basepage.py:82]	输入文本：
INFO	2021-11-16 15:42:32,592	[basepage.py:90]	点击元素：('css', '#root>div>div>div>div:nth-child(2)>div>div>div:nth-child(3)>form>div:nth-child(2)>div>button')
INFO	2021-11-16 15:42:34,652	[basepage.py:211]	获取到text==》['您输入的名称无效。', '您输入的信用卡无效。', '您输入的期限月份无效。', '您输入的期限年份无效。', '您输入的 CVV 无效。']
