INFO	2022-06-08 10:01:08,693	[basepage.py:36]	打开网页https://www.imymac.com/faqs/
INFO	2022-06-08 10:01:08,874	[basepage.py:96]	点击元素：('css', 'div.faq-list>div:nth-child(1)>p:nth-child(4)')
INFO	2022-06-08 10:01:09,381	[basepage.py:199]	页面滚到元素('css', '#record')
INFO	2022-06-08 10:01:10,690	[basepage.py:81]	输入文本：admin
INFO	2022-06-08 10:01:10,957	[basepage.py:81]	输入文本：_123@124.com
INFO	2022-06-08 10:01:11,246	[basepage.py:81]	输入文本：test
INFO	2022-06-08 10:01:11,337	[basepage.py:96]	点击元素：('css', '#record-suggest>a')
INFO	2022-06-08 10:01:11,382	[basepage.py:156]	获取到class元素的值==》record-suggest-name
INFO	2022-06-08 10:01:11,424	[basepage.py:156]	获取到class元素的值==》record-suggest-email record-error
INFO	2022-06-08 10:01:11,466	[basepage.py:156]	获取到class元素的值==》record-suggest-content
INFO	2022-06-08 10:01:11,484	[basepage.py:329]	预期结果: record-suggest-name,实际结果: record-suggest-name, 断言方法：eq, 断言结果：True
INFO	2022-06-08 10:01:11,486	[basepage.py:329]	预期结果: record-suggest-email record-error,实际结果: record-suggest-email record-error, 断言方法：eq, 断言结果：True
INFO	2022-06-08 10:01:11,488	[basepage.py:329]	预期结果: record-suggest-content,实际结果: record-suggest-content, 断言方法：eq, 断言结果：True
