INFO	2021-11-23 17:50:51,301	[basepage.py:32]	打开网页https://www.imymac.com/store/
INFO	2021-11-23 17:50:51,301	[basepage.py:226]	关闭黑色星期五优惠链接
INFO	2021-11-23 17:50:51,301	[basepage.py:153]	使用js操控浏览器==》document.querySelector('div.close-tag').click()
INFO	2021-11-23 17:50:52,374	[basepage.py:90]	点击元素：('css', '#video-converter-one-year')
INFO	2021-11-23 17:50:53,379	[basepage.py:181]	切换frame==>pf_588082
INFO	2021-11-23 17:50:54,760	[basepage.py:186]	下拉框value选择==》zh-Hans
INFO	2021-11-23 17:50:55,635	[basepage.py:82]	输入文本：123@123.com
INFO	2021-11-23 17:50:55,733	[basepage.py:90]	点击元素：('css', '#root>div>div>div>div:nth-child(2)>div>div>form>div>div>button')
INFO	2021-11-23 17:50:56,744	[basepage.py:186]	下拉框value选择==》CN
INFO	2021-11-23 17:50:56,882	[basepage.py:90]	点击元素：('css', '#root>div>div>div>div:nth-child(2)>div>div>form>div:nth-child(3)>div>button')
INFO	2021-11-23 17:50:57,962	[basepage.py:90]	点击元素：('css', '#root > div > div> div> div > div > div >div:nth-child(3)>div>div:nth-child(1)>button')
INFO	2021-11-23 17:51:01,058	[basepage.py:82]	输入文本：12345
INFO	2021-11-23 17:51:01,138	[basepage.py:82]	输入文本：lin
INFO	2021-11-23 17:51:01,219	[basepage.py:82]	输入文本：2
INFO	2021-11-23 17:51:01,298	[basepage.py:82]	输入文本：2022
INFO	2021-11-23 17:51:01,385	[basepage.py:82]	输入文本：568
INFO	2021-11-23 17:51:01,470	[basepage.py:90]	点击元素：('css', '#root>div>div>div>div:nth-child(2)>div>div>div:nth-child(3)>form>div:nth-child(2)>div>button')
INFO	2021-11-23 17:51:02,500	[basepage.py:211]	获取到text==》['您输入的信用卡无效。']
