INFO	2022-06-08 10:10:32,704	[basepage.py:36]	打开网页https://www.imymac.com/store/
INFO	2022-06-08 10:10:32,772	[basepage.py:96]	点击元素：('css', 'a[data-product="655714"]')
INFO	2022-06-08 10:10:33,283	[basepage.py:227]	切换frame==>pf_655714
INFO	2022-06-08 10:10:35,081	[basepage.py:232]	下拉框value选择==》zh-Hans
INFO	2022-06-08 10:10:35,438	[basepage.py:81]	输入文本：123@123.com
INFO	2022-06-08 10:10:37,532	[basepage.py:96]	点击元素：('css', '#root>div>div>div>div:nth-child(2)>div>div>form>div>div>button')
INFO	2022-06-08 10:10:38,042	[basepage.py:232]	下拉框value选择==》CN
INFO	2022-06-08 10:10:38,483	[basepage.py:96]	点击元素：('css', '#root>div>div>div>div:nth-child(2)>div>div>form>div:nth-child(3)>div>button')
INFO	2022-06-08 10:10:39,368	[basepage.py:96]	点击元素：('css', '#root>div>div>div>div:nth-child(2)>div>div>div:nth-child(3)>div>button:nth-child(1)')
INFO	2022-06-08 10:10:42,424	[basepage.py:81]	输入文本：:62122 62502 00918 2455
INFO	2022-06-08 10:10:42,718	[basepage.py:81]	输入文本：李
INFO	2022-06-08 10:10:42,985	[basepage.py:81]	输入文本：2
INFO	2022-06-08 10:10:43,277	[basepage.py:81]	输入文本：2023
INFO	2022-06-08 10:10:43,588	[basepage.py:81]	输入文本：568
INFO	2022-06-08 10:10:43,775	[basepage.py:96]	点击元素：('css', '#root>div>div>div>div:nth-child(2)>div>div>div:nth-child(3)>form>div>div>button')
INFO	2022-06-08 10:10:44,794	[basepage.py:257]	获取到text==》['您输入的名称无效。']
INFO	2022-06-08 10:10:44,795	[basepage.py:329]	预期结果: 您输入的名称无效。,实际结果: 您输入的名称无效。, 断言方法：eq, 断言结果：True
