INFO	2022-06-08 10:14:02,536	[basepage.py:36]	打开网页https://www.imymac.com/store/
INFO	2022-06-08 10:14:02,614	[basepage.py:96]	点击元素：('css', 'a[data-product="655714"]')
INFO	2022-06-08 10:14:03,129	[basepage.py:227]	切换frame==>pf_655714
INFO	2022-06-08 10:14:04,728	[basepage.py:232]	下拉框value选择==》zh-Hans
INFO	2022-06-08 10:14:05,178	[basepage.py:81]	输入文本：123@123.com
INFO	2022-06-08 10:14:07,287	[basepage.py:96]	点击元素：('css', '#root>div>div>div>div:nth-child(2)>div>div>form>div>div>button')
INFO	2022-06-08 10:14:07,796	[basepage.py:232]	下拉框value选择==》CN
INFO	2022-06-08 10:14:08,257	[basepage.py:96]	点击元素：('css', '#root>div>div>div>div:nth-child(2)>div>div>form>div:nth-child(3)>div>button')
INFO	2022-06-08 10:14:09,028	[basepage.py:96]	点击元素：('css', '#root>div>div>div>div:nth-child(2)>div>div>div:nth-child(3)>div>button:nth-child(1)')
INFO	2022-06-08 10:14:11,787	[basepage.py:81]	输入文本：
INFO	2022-06-08 10:14:12,050	[basepage.py:81]	输入文本：
INFO	2022-06-08 10:14:12,332	[basepage.py:81]	输入文本：2
INFO	2022-06-08 10:14:12,626	[basepage.py:81]	输入文本：2023
INFO	2022-06-08 10:14:12,908	[basepage.py:81]	输入文本：56
INFO	2022-06-08 10:14:12,964	[basepage.py:96]	点击元素：('css', '#root>div>div>div>div:nth-child(2)>div>div>div:nth-child(3)>form>div>div>button')
INFO	2022-06-08 10:14:13,991	[basepage.py:257]	获取到text==》['您输入的名称无效。', '您输入的信用卡无效。', '您输入的 CVV 无效。']
INFO	2022-06-08 10:14:13,992	[basepage.py:329]	预期结果: 您输入的名称无效。您输入的信用卡无效。您输入的 CVV 无效。,实际结果: 您输入的名称无效。您输入的信用卡无效。您输入的 CVV 无效。, 断言方法：eq, 断言结果：True
