INFO	2021-11-16 14:53:55,210	[basepage.py:32]	打开网页https://www.imymac.com/store/
INFO	2021-11-16 14:53:55,250	[basepage.py:90]	点击元素：('css', '#video-converter-one-year')
INFO	2021-11-16 14:53:56,253	[basepage.py:181]	切换frame==>pf_588082
INFO	2021-11-16 14:53:58,164	[basepage.py:153]	使用js操控浏览器==》document.querySelector("#root > div > div.sc-bBjRSN.kEYJmH").style.display="none";
INFO	2021-11-16 14:53:59,277	[basepage.py:82]	输入文本：123@123.com
INFO	2021-11-16 14:53:59,350	[basepage.py:90]	点击元素：('css', '#root>div>div>div>div:nth-child(2)>div>div>form>div>div>button')
INFO	2021-11-16 14:54:00,365	[basepage.py:186]	下拉框value选择==》CN
INFO	2021-11-16 14:54:01,052	[basepage.py:90]	点击元素：('css', '#root>div>div>div>div:nth-child(2)>div>div>form>div:nth-child(3)>div>button')
INFO	2021-11-16 14:54:02,113	[basepage.py:90]	点击元素：('css', '#root > div > div> div> div > div > div >div:nth-child(3)>div>div:nth-child(1)>button')
INFO	2021-11-16 14:54:05,180	[basepage.py:82]	输入文本：
INFO	2021-11-16 14:54:05,234	[basepage.py:82]	输入文本：
INFO	2021-11-16 14:54:05,286	[basepage.py:82]	输入文本：
INFO	2021-11-16 14:54:05,339	[basepage.py:82]	输入文本：
INFO	2021-11-16 14:54:05,398	[basepage.py:82]	输入文本：56
INFO	2021-11-16 14:54:05,469	[basepage.py:90]	点击元素：('css', '#root>div>div>div>div:nth-child(2)>div>div>div:nth-child(3)>form>div:nth-child(2)>div>button')
INFO	2021-11-16 14:54:07,550	[basepage.py:211]	获取到text==》['The name you entered is not valid.', 'The credit card you entered is not valid.', 'The expiry month you entered is not valid.', 'The expiry year you entered is not valid.', 'The CVV you entered is not valid.']
