INFO	2021-11-16 14:53:36,968	[basepage.py:32]	打开网页https://www.imymac.com/store/
INFO	2021-11-16 14:53:37,011	[basepage.py:90]	点击元素：('css', '#video-converter-one-year')
INFO	2021-11-16 14:53:38,020	[basepage.py:181]	切换frame==>pf_588082
INFO	2021-11-16 14:53:39,701	[basepage.py:153]	使用js操控浏览器==》document.querySelector("#root > div > div.sc-bBjRSN.kEYJmH").style.display="none";
INFO	2021-11-16 14:53:40,802	[basepage.py:82]	输入文本：123@123.com
INFO	2021-11-16 14:53:40,886	[basepage.py:90]	点击元素：('css', '#root>div>div>div>div:nth-child(2)>div>div>form>div>div>button')
INFO	2021-11-16 14:53:41,887	[basepage.py:186]	下拉框value选择==》CN
INFO	2021-11-16 14:53:42,002	[basepage.py:90]	点击元素：('css', '#root>div>div>div>div:nth-child(2)>div>div>form>div:nth-child(3)>div>button')
INFO	2021-11-16 14:53:43,081	[basepage.py:90]	点击元素：('css', '#root > div > div> div> div:nth-child(2) > div > div > div:nth-child(2)>span>a')
INFO	2021-11-16 14:53:44,163	[basepage.py:82]	输入文本：testnewpmm
INFO	2021-11-16 14:53:44,233	[basepage.py:90]	点击元素：('css', 'form>div:nth-child(2)>div>button')
INFO	2021-11-16 14:53:45,295	[basepage.py:90]	点击元素：('css', '#root > div > div> div > div:nth-child(2) > div > div > div > div > span:nth-child(3)>div:nth-child(2)>div>div:nth-child(3)>div')
INFO	2021-11-16 14:53:46,324	[basepage.py:96]	获取到文本：US$19.95
